"","decimalLatitude","decimalLongitude","family","species","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"7431",40.4790127201,-3.6877373233,NA,"Apis mellifera",2019,9,9,"flix6","flix6",NA,NA,"La Paz, Madrid, España",33,"i2_inaturalist_7431"
"7432",37.0889945,-8.2107366667,NA,"Apis mellifera",2019,9,9,"nuno_gomes","nuno_gomes",NA,NA,"Aldeia dos Pingalheitos, Albufeira, Faro, PT",16,"i2_inaturalist_7432"
"7433",40.9372992826,-8.1787030399,NA,"Apis mellifera",2019,8,28,"pedrofreitas2590","pedrofreitas2590",NA,NA,"Arouca, PT-AV, PT",11,"i2_inaturalist_7433"
"7436",42.2451946332,-8.5941195488,NA,"Apis mellifera",2019,9,6,"victoriacabaleiro","victoriacabaleiro",NA,NA,"36817 Redondela, Pontevedra, España",88,"i2_inaturalist_7436"
"7437",42.3506027778,-8.3646833333,NA,"Bombus ruderatus",2019,9,7,"gmucientes","gmucientes",NA,NA,"Serra do Suído, Galicia, Spain",NA,"i2_inaturalist_7437"
"7438",38.7208328247,-9.2163887024,NA,"Xylocopa violacea",2019,9,7,"pbeja65","pbeja65",NA,NA,"2790-045 Carnaxide, Portugal",NA,"i2_inaturalist_7438"
"7439",38.4181912036,-9.2047997411,NA,"Anthophora fulvodimidiata",2019,7,23,"hecosta","hecosta",NA,NA,"Cabo Espichel, Sesimbra, Portugal",103,"i2_inaturalist_7439"
"7440",36.7877655029,-5.3764128685,NA,"Xylocopa violacea",2019,9,5,"griley","griley",NA,NA,"11610 Grazalema, Cádiz, Spain",NA,"i2_inaturalist_7440"
"7441",39.7612842,-8.9047548,NA,"Xylocopa violacea",2019,8,24,"jaclerigo","jaclerigo",NA,NA,"Trutas, 2430 M.nha Grande, Portugal",1667,"i2_inaturalist_7441"
"7442",43.4470465748,-5.6631745398,NA,"Apis mellifera",NA,NA,NA,"raquelbarruecogutirrez","raquelbarruecogutirrez",NA,NA,"33519, Asturias, España",104276,"i2_inaturalist_7442"
"7443",38.5246921234,-9.1435346653,NA,"Amegilla quadrifasciata",2019,8,28,"hecosta","hecosta",NA,NA,"Espaço Interpretativo da Lagoa Pequena, Sesimbra, Portugal",45,"i2_inaturalist_7443"
"7444",38.6341543938,-9.1254733976,NA,"Xylocopa violacea",2019,8,25,"hecosta","hecosta",NA,NA,"Atalaia, Seixal, Portugal",7,"i2_inaturalist_7444"
"7446",36.7807995201,-3.85105354,NA,"Apis mellifera",2019,4,11,"felix_riegel","felix_riegel",NA,NA,"Málaga, Andalucía, Spain",NA,"i2_inaturalist_7446"
"7447",40.9089716667,-8.1067383333,NA,"Xylocopa violacea",2019,8,31,"pedrofreitas2590","pedrofreitas2590",NA,NA,"São Pedro do Sul, PT-VI, PT",8,"i2_inaturalist_7447"
"7448",38.7441499165,-9.1788401082,NA,"Apis mellifera",2019,7,21,"beatrizvalerio_","beatrizvalerio_",NA,NA,"B.º Novo, 1500-134 Lisboa, Portugal",66,"i2_inaturalist_7448"
"7449",38.6463921736,-9.1867279448,NA,"Apis mellifera",2019,8,30,"llourenco92","llourenco92",NA,NA,"2815 Sobreda, Portugal",106,"i2_inaturalist_7449"
"7450",38.6441934489,-9.1446521098,NA,"Apis mellifera",2019,7,24,"hecosta","hecosta",NA,NA,"Moinho de maré de Corroios, Seixal, Portugal",38,"i2_inaturalist_7450"
"7451",42.8558205299,-6.87306404,NA,"Apis mellifera",2019,8,4,"manucernadas","manucernadas",NA,NA,"Lugo, España",NA,"i2_inaturalist_7451"
"7452",42.1891225303,-8.7165234983,NA,"Apis mellifera",2019,8,25,"xander20","xander20",NA,NA,"36312 Vigo, Pontevedra, España",44,"i2_inaturalist_7452"
"7454",42.6550766679,-7.4511463566,NA,"Bombus pascuorum",2019,8,24,"gmucientes","gmucientes",NA,NA,"Tuimil, Lugo, España",2,"i2_inaturalist_7454"
"7456",43.101503,-6.2486568,NA,"Bombus jonellus",2012,9,7,"lmata","lmata",NA,NA,"Asturias, Spain",19397,"i2_inaturalist_7456"
"7457",39.5136037155,-9.1366075393,NA,"Bombus pascuorum",2019,8,10,"catarinagregorio5","catarinagregorio5",NA,NA,"Travessa de Santo António, São Martinho do Porto, Leiria, PT",22,"i2_inaturalist_7457"
"7458",38.63404,-9.1255633333,NA,"Xylocopa violacea",2019,8,25,"draposo79","draposo79",NA,NA,"2845 Amora, Portugal",NA,"i2_inaturalist_7458"
"7459",38.7833234,-9.1130991,NA,"Xylocopa violacea",2019,8,28,"margarida11","margarida11",NA,NA,"Loures, PT-LI, PT",21,"i2_inaturalist_7459"
"7460",38.6464084152,-9.1866468079,NA,"Apis mellifera",2019,8,28,"llourenco92","llourenco92",NA,NA,"2815 Sobreda, Portugal",1,"i2_inaturalist_7460"
"7461",39.4670717739,-8.5815007612,NA,"Bombus terrestris",2019,8,25,"dgclaro","dgclaro",NA,NA,"2350-508 Torres Novas, Portugal",9,"i2_inaturalist_7461"
"7463",37.290716,-7.549495,NA,"Apis mellifera",2006,8,13,"valter","valter",NA,NA,"Corte do Gago, Faro, Portugal",NA,"i2_inaturalist_7463"
"7464",37.076939,-8.002896,NA,"Apis mellifera",2006,3,24,"valter","valter",NA,NA,", Faro, Portugal",NA,"i2_inaturalist_7464"
"7465",38.7870483398,-9.1610116959,NA,"Xylocopa violacea",2019,8,27,"lgordinho","lgordinho",NA,NA,"Piscina Municipal Ameixoeira, 1750 Lisboa, Portugal",NA,"i2_inaturalist_7465"
"7466",38.748521026,-9.2604056953,NA,"Xylocopa violacea",2019,8,22,"rojosmojo","rojosmojo",NA,NA,"Palácio Nacional de Jadins de Queluz, Portugal",40,"i2_inaturalist_7466"
"7468",38.6477865306,-9.057521669,NA,"Amegilla quadrifasciata",2019,8,26,"llourenco92","llourenco92",NA,NA,"Barreiro, Portugal",4,"i2_inaturalist_7468"
"7469",39.2414532651,-8.6803661312,NA,"Xylocopa violacea",2019,8,26,"henk1","henk1",NA,NA,"São Salvador, 2005 Santarém, Portugal",8,"i2_inaturalist_7469"
"7470",38.6463152862,-9.1867628135,NA,"Anthophora bimaculata",2019,6,16,"llourenco92","llourenco92",NA,NA,"2815 Sobreda, Portugal",146,"i2_inaturalist_7470"
"7471",38.769976943,-9.15256447,NA,"Xylocopa violacea",2019,8,24,"jvitor","jvitor",NA,NA,"Lisbon, Portugal",15,"i2_inaturalist_7471"
"7472",38.6232983333,-9.2067866667,NA,"Xylocopa violacea",2019,8,24,"draposo79","draposo79",NA,NA,"2820 Charneca de Caparica, Portugal",NA,"i2_inaturalist_7472"
"7473",39.464861591,-8.5919043794,NA,"Apis mellifera",2019,8,25,"dgclaro","dgclaro",NA,NA,"2350-499 Torres Novas, Portugal",17,"i2_inaturalist_7473"
"7476",43.22745,-4.7552216667,NA,"Bombus pascuorum",2019,8,12,"joshuahaahr","joshuahaahr",NA,NA,"Parque Nacional de Picos de Europa, Cabrales, Asturien, ES",10,"i2_inaturalist_7476"
"7477",42.5965050248,-7.8557382524,NA,"Bombus pascuorum",2019,8,24,"obselva","obselva",NA,NA,"Capela de San Roque, 27513 Chantada, Lugo, España",196,"i2_inaturalist_7477"
"7478",43.5935159363,-5.7642938197,NA,"Bombus pascuorum",2019,8,24,"raquelbarruecogutirrez","raquelbarruecogutirrez",NA,NA,"Colegio Poeta Anton, 33430, Asturias, España",526,"i2_inaturalist_7478"
"7479",42.5992270287,-7.8627223894,NA,"Bombus pascuorum",2019,8,24,"obselva","obselva",NA,NA,"27513 Chantada, Lugo, España",196,"i2_inaturalist_7479"
"7480",38.6635625378,-9.1693832116,NA,"Amegilla quadrifasciata",2019,8,23,"llourenco92","llourenco92",NA,NA,"Almada, Portugal",8,"i2_inaturalist_7480"
"7481",40.2399275292,-6.7117542327,NA,"Bombus terrestris",2019,4,22,"acebo","acebo",NA,NA,"10857 Acebo, Cáceres, Espagne",61,"i2_inaturalist_7481"
"7483",39.2805685448,-9.2920807838,NA,"Bombus pascuorum",2019,8,22,"simaomateus","simaomateus",NA,NA,"Dino Parque Lourinhã, Portugal",15,"i2_inaturalist_7483"
"7484",38.5242616667,-9.1463116667,NA,"Thyreus histrionicus",2019,8,21,"draposo79","draposo79",NA,NA,"Sesimbra, Portugal",NA,"i2_inaturalist_7484"
"7485",37.0891638333,-8.671755,NA,"Xylocopa violacea",2019,8,22,"hancl179","hancl179",NA,NA,"Estrada da Ponta da Piedade, Lagos, Faro, PT",16,"i2_inaturalist_7485"
"7487",40.7888870239,-4.0041666031,NA,"Bombus terrestris",2018,9,16,"florenstand","florenstand",NA,NA,"40100 Real Sitio de San Ildefonso, Segovia, España",NA,"i2_inaturalist_7487"
"7489",40.2008420481,-6.7169969617,NA,"Apis mellifera",2019,4,22,"acebo","acebo",NA,NA,"10857 Acebo, Cáceres, Espagne",8,"i2_inaturalist_7489"
"7491",40.40737926,-7.52635179,NA,"Bombus terrestris",2019,8,20,"rafaelfranco","rafaelfranco",NA,NA,"Santa Maria, 6260 Manteigas, Portugal",3,"i2_inaturalist_7491"
"7492",40.3236405019,-7.6791771459,NA,"Bombus pascuorum",2019,8,18,"cpachec","cpachec",NA,NA,"6270 Loriga, Portugal",2,"i2_inaturalist_7492"
"7493",40.3236010754,-7.6792449874,NA,"Bombus lucorum",2019,8,18,"cpachec","cpachec",NA,NA,"6270 Loriga, Portugal",2,"i2_inaturalist_7493"
"7495",38.6647432852,-9.1682184036,NA,"Bombus lucorum",2019,8,16,"hecosta","hecosta",NA,NA,"Parque da Paz, Almada, Portugal",83,"i2_inaturalist_7495"
"7496",43.4407467476,-6.017709693,NA,"Bombus pascuorum",2019,8,6,"esthergr","esthergr",NA,NA,"La Degollada, Candamo, Asturias, Spain",91,"i2_inaturalist_7496"
"7497",43.4407467476,-6.017709693,NA,"Bombus lucorum",2019,8,6,"esthergr","esthergr",NA,NA,"La Degollada, Candamo, Asturias, Spain",91,"i2_inaturalist_7497"
"7498",42.0931106507,-3.6889902502,NA,"Apis mellifera",2019,8,3,"florenstand","florenstand",NA,NA,"Torrecilla del Monte, 09390, Burgos, España",4208,"i2_inaturalist_7498"
"7499",41.2173461914,-7.5656509399,NA,"Xylocopa violacea",2019,8,19,"ovillegas","ovillegas",NA,NA,"5060-264 Provesende, Portugal",NA,"i2_inaturalist_7499"
"7502",38.6838608378,-9.1595540002,NA,"Amegilla albigena",2019,8,17,"llourenco92","llourenco92",NA,NA,"Almada, Portugal",1,"i2_inaturalist_7502"
"7504",38.6837373064,-9.1600337861,NA,"Amegilla albigena",2019,8,17,"llourenco92","llourenco92",NA,NA,"Almada, Portugal",1,"i2_inaturalist_7504"
"7505",38.6838766542,-9.1596700251,NA,"Xylocopa violacea",2019,8,17,"llourenco92","llourenco92",NA,NA,"Almada, Portugal",2,"i2_inaturalist_7505"
"7506",42.3944444444,-8.3498,NA,"Bombus terrestris lusitanicus",2019,8,17,"gmucientes","gmucientes",NA,NA,"Serra do Suído, Galicia, Spain",NA,"i2_inaturalist_7506"
"7509",40.3243033663,-7.6789018884,NA,"Bombus pascuorum",2019,8,15,"cpachec","cpachec",NA,NA,"Seia, PT-GU, PT",11,"i2_inaturalist_7509"
"7510",42.97502411,-4.9913613126,NA,"Bombus pascuorum",2019,7,28,"juanelipe","juanelipe",NA,NA,"24900 Riaño, León, España",263,"i2_inaturalist_7510"
"7511",42.9767157106,-4.9897030368,NA,"Bombus ruderatus",2019,7,28,"juanelipe","juanelipe",NA,NA,"24900 Riaño, León, España",263,"i2_inaturalist_7511"
"7512",42.9744917956,-4.9909542874,NA,"Bombus lucorum",2019,7,28,"juanelipe","juanelipe",NA,NA,"24900 Riaño, León, España",263,"i2_inaturalist_7512"
"7513",42.9753263251,-4.9952562153,NA,"Bombus hypnorum",2019,7,28,"juanelipe","juanelipe",NA,NA,"24900 Riaño, León, España",1052,"i2_inaturalist_7513"
"7515",36.9723052979,-3.5469551086,NA,"Bombus terrestris",2019,7,16,"juanelipe","juanelipe",NA,NA,"Nigüelas, 18657, Granada, España",NA,"i2_inaturalist_7515"
"7516",37.7983883333,-8.6794516667,NA,"Bombus pascuorum",2019,8,11,"draposo79","draposo79",NA,NA,"Santiago do Cacém, Portugal",NA,"i2_inaturalist_7516"
"7517",37.4393744306,-8.7963432463,NA,"Bombus pascuorum",2019,8,1,"axeira","axeira",NA,NA,"8670 Odeceixe, Portugal",1938,"i2_inaturalist_7517"
"7518",39.3891439824,-7.3307099027,NA,"Bombus terrestris",2019,8,14,"susanne-kasimir","susanne-kasimir",NA,NA,"Marvão, 7330, Portugal",15,"i2_inaturalist_7518"
"7519",37.1725,-8.4375,NA,"Apis mellifera",2019,5,5,"saytam","saytam",NA,NA,"Silves, Portugal",NA,"i2_inaturalist_7519"
"7520",37.1725,-8.4375,NA,"Apis mellifera",2019,5,5,"saytam","saytam",NA,NA,"Silves, Portugal",NA,"i2_inaturalist_7520"
"7521",38.646385,-9.186665,NA,"Apis mellifera",2019,8,14,"llourenco92","llourenco92",NA,NA,"Sobreda, 2815 Sobreda, Portugal",4,"i2_inaturalist_7521"
"7523",39.3891898141,-7.3307581824,NA,"Xylocopa violacea",2019,8,14,"susanne-kasimir","susanne-kasimir",NA,NA,"Marvão, 7330, Portugal",8,"i2_inaturalist_7523"
"7525",38.646398694,-9.1867213454,NA,"Apis mellifera",2019,8,13,"llourenco92","llourenco92",NA,NA,"2815 Sobreda, Portugal",168,"i2_inaturalist_7525"
"7526",38.0181366667,-8.69486,NA,"Amegilla quadrifasciata",2019,8,9,"draposo79","draposo79",NA,NA,"Santiago do Cacém, Portugal",NA,"i2_inaturalist_7526"
"7527",38.0164533333,-8.6921733333,NA,"Apis mellifera",2019,8,9,"draposo79","draposo79",NA,NA,"Santiago do Cacém, Portugal",NA,"i2_inaturalist_7527"
"7529",38.62338,-9.20686,NA,"Bombus terrestris",2019,8,6,"draposo79","draposo79",NA,NA,"Almada, Setúbal, Portugal",NA,"i2_inaturalist_7529"
"7530",38.6232466667,-9.20679,NA,"Apis mellifera",2019,8,6,"draposo79","draposo79",NA,NA,"2820 Charneca de Caparica, Portugal",NA,"i2_inaturalist_7530"
"7532",40.2997512817,-7.8911380768,NA,"Bombus pascuorum",2019,8,13,"mipsiemarshall","mipsiemarshall",NA,NA,"Avô, 3400, Portugal",NA,"i2_inaturalist_7532"
"7533",37.4424127777,-8.7989234519,NA,"Bombus pascuorum",2019,8,1,"axeira","axeira",NA,NA,"Sines, Portugal",1428,"i2_inaturalist_7533"
"7534",40.4900133333,-5.611925,NA,"Xylocopa cantabrita",2019,8,13,"miguelblzquez","miguelblzquez",NA,NA,"Calle Cespedosa, 19, Santibáñez de Béjar, Castilla y León, ES",9,"i2_inaturalist_7534"
"7535",38.5222048704,-9.1435627469,NA,"Xylocopa cantabrita",2019,7,14,"draposo79","draposo79",NA,NA,"Sesimbra, Portugal",2,"i2_inaturalist_7535"
"7537",38.6718005851,-9.2420313291,NA,"Xylocopa violacea",2019,7,2,"draposo79","draposo79",NA,NA,"Trafaria, Portugal",2,"i2_inaturalist_7537"
"7538",40.677287072,-4.0828122944,NA,"Xylocopa violacea",2019,6,20,"flix6","flix6",NA,NA,"CTRA.M614-URB.PRADO de San Juan, 28440 Guadarrama, Madrid, España",66,"i2_inaturalist_7538"
"7539",42.84722,-8.5989416667,NA,"Bombus terrestris",2019,8,12,"gabrieltojo","gabrieltojo",NA,NA,"Rúa Biduido de Arriba, 35, Ames, Galicia, ES",NA,"i2_inaturalist_7539"
"7541",43.4740131568,-3.7837244022,NA,"Bombus terrestris",2019,7,16,"maluruto72","maluruto72",NA,NA,"Jardines del Piquio, Santander, Cantabria, ES",22,"i2_inaturalist_7541"
"7542",41.7826744868,-8.6441031844,NA,"Bombus terrestris",2019,8,11,"fplima","fplima",NA,NA,"Rua de Tenães 834, Ponte de Lima, Viana do Castelo, PT",5,"i2_inaturalist_7542"
"7543",41.788325,-8.64895,NA,"Bombus pascuorum",2019,8,11,"fplima","fplima",NA,NA,"Rua da Veiga, Ponte de Lima, Viana do Castelo, PT",5,"i2_inaturalist_7543"
"7545",37.1205575943,-8.5364683,NA,"Xylocopa violacea",2018,7,9,"weebeastie75","weebeastie75",NA,NA,"Praia da Rocha, Portimão, Portugal",682,"i2_inaturalist_7545"
"7546",41.0596084595,-3.5456969738,NA,"Apis mellifera",2019,8,11,"pacoaguayo","pacoaguayo",NA,NA,"Comunidad de Madrid, ES-MD-MD, ES",NA,"i2_inaturalist_7546"
"7547",37.6154841692,-8.7591696158,NA,"Bombus lucorum",2019,5,5,"cpachec","cpachec",NA,NA,"Longueira/almograve, 7630-174, Portugal",175,"i2_inaturalist_7547"
"7549",40.8844195494,-6.9655774534,NA,"Bombus lucorum",2019,7,12,"cpachec","cpachec",NA,NA,"Av. Vinte Cinco de Abril 195, 6440-111 Figueira de Castelo Rodrigo, Portugal",3,"i2_inaturalist_7549"
"7550",38.529139785,-8.8874818012,NA,"Bombus ruderatus",2018,6,29,"paulonobre","paulonobre",NA,NA,"Santa Maria da Graça, Setúbal, Portugal",8415,"i2_inaturalist_7550"
"7551",38.5257908694,-8.8896486908,NA,"Xylocopa violacea",2017,3,11,"paulonobre","paulonobre",NA,NA,"Setúbal, PT",16829,"i2_inaturalist_7551"
"7552",43.709625,-7.9830083333,NA,"Bombus pascuorum",2019,8,7,"poblado_verde_en_accion","poblado_verde_en_accion",NA,NA,"Lugar San Andrés Teixido, 3, Cedeira, Galicia, ES",6,"i2_inaturalist_7552"
"7553",41.7392024505,-7.4720147252,NA,"Apis mellifera",2019,8,10,"carmenrodrigues","carmenrodrigues",NA,NA,"Chaves, PT-VR, PT",11,"i2_inaturalist_7553"
"7556",38.6635876229,-9.1694200328,NA,"Apis mellifera",2019,8,7,"llourenco92","llourenco92",NA,NA,"Almada, Portugal",15,"i2_inaturalist_7556"
"7557",38.6643583369,-9.1692161849,NA,"Amegilla quadrifasciata",2019,8,7,"llourenco92","llourenco92",NA,NA,"Almada, Portugal",15,"i2_inaturalist_7557"
"7558",38.6647071549,-9.1691732696,NA,"Bombus pascuorum",2019,8,7,"llourenco92","llourenco92",NA,NA,"Almada, Portugal",4,"i2_inaturalist_7558"
"7559",38.6647305032,-9.1692054561,NA,"Bombus terrestris",2019,8,7,"llourenco92","llourenco92",NA,NA,"Almada, Portugal",8,"i2_inaturalist_7559"
"7560",39.1683333333,-9.3597222222,NA,"Bombus terrestris",2019,8,3,"paulopasc","paulopasc",NA,NA,"Torres Vedras, Lisboa, Portugal",NA,"i2_inaturalist_7560"
"7562",39.6923682,-8.3095577,NA,"Xylocopa violacea",2019,8,6,"patriciatiago","patriciatiago",NA,NA,"Igreja Nova do Sobral, Portugal",2663,"i2_inaturalist_7562"
"7565",39.8477573981,-6.0321903796,NA,"Apis mellifera",2017,11,25,"lucapassalacqua","lucapassalacqua",NA,NA,"Provincia di Cáceres, Spagna",8,"i2_inaturalist_7565"
"7566",42.5789660862,-5.5490574427,NA,"Apis mellifera",2019,7,10,"loreinsitu","loreinsitu",NA,NA,"León",NA,"i2_inaturalist_7566"
"7568",36.4976283333,-4.942325,NA,"Apis mellifera iberiensis",2019,8,4,"pchesshire29","pchesshire29",NA,NA,"Carretera de Cádiz Km, 1825, Marbella, Andalusia, ES",10,"i2_inaturalist_7568"
"7571",41.5599998564,-8.3962273252,NA,"Xylocopa violacea",2019,8,2,"guilherme_caeiro-dias","guilherme_caeiro-dias",NA,NA,"Universidade do Minho - Campus de Gualtar, Gualtar, Braga, PT",33,"i2_inaturalist_7571"
"7574",37.7997248097,-8.6774628721,NA,"Apis mellifera",2016,1,23,"draposo79","draposo79",NA,NA,"Santiago do Cacém, Portugal",4,"i2_inaturalist_7574"
"7576",41.7047948609,-8.127085939,NA,"Bombus pascuorum",2019,8,1,"carmenrodrigues","carmenrodrigues",NA,NA,"Terras de Bouro, PT-BR, PT",175,"i2_inaturalist_7576"
"7577",36.7690883333,-4.0950366667,NA,"Xylocopa violacea",2019,8,1,"sergiohumo22","sergiohumo22",NA,NA,"Málaga, ES-AN, ES",9,"i2_inaturalist_7577"
"7579",39.9355545044,-8.1888885498,NA,"Amegilla quadrifasciata",2019,7,31,"anasacuta","anasacuta",NA,NA,"Vila Facaia, 3270, Portugal",NA,"i2_inaturalist_7579"
"7581",39.9416656494,-8.1888885498,NA,"Bombus pascuorum",2019,7,31,"anasacuta","anasacuta",NA,NA,"Pedrógão Grande, 3270, Portugal",NA,"i2_inaturalist_7581"
"7583",38.638239,-9.09593,NA,"Apis mellifera iberiensis",2019,7,31,"joaquimpedroso","joaquimpedroso",NA,NA,"Arrentela, 2840 Arrentela, Portugal",23,"i2_inaturalist_7583"
"7584",38.5231309836,-8.9996079153,NA,"Ceratina mocsaryi",2019,7,28,"pedrosilva2","pedrosilva2",NA,NA,"Setúbal, Portugal",4,"i2_inaturalist_7584"
"7585",39.2434121492,-9.3054258294,NA,"Xylocopa violacea",2019,3,23,"simaomateus","simaomateus",NA,NA,"2530 Lourinhã, Portugal",12,"i2_inaturalist_7585"
"7586",42.6282606,-7.1221418,NA,"Apis mellifera",2019,6,16,"rocharan","rocharan",NA,NA,"27324 Moreda, Lugo, España",302,"i2_inaturalist_7586"
"7587",37.0837015533,-3.3817277849,NA,"Xylocopa violacea",2019,7,21,"lyneke","lyneke",NA,NA,"18196 Monachil, Granada, Spain",2104,"i2_inaturalist_7587"
"7588",38.6335550634,-9.105731303,NA,"Xylocopa violacea",2019,3,26,"joaquimpedroso","joaquimpedroso",NA,NA,"2840 Arrentela, Portugal",1,"i2_inaturalist_7588"
"7589",38.6618781222,-9.2573592067,NA,"Xylocopa violacea",2019,7,28,"marioestevens","marioestevens",NA,NA,"Trafaria, Portugal",20,"i2_inaturalist_7589"
"7590",38.7965433333,-9.43723,NA,"Bombus pascuorum",2019,7,20,"pbeja65","pbeja65",NA,NA,"2705 Colares, Portugal",NA,"i2_inaturalist_7590"
"7591",40.795055,-3.4922916667,NA,"Xylocopa violacea",2019,7,28,"jlsoriat","jlsoriat",NA,NA,"Avenida Amsterdam Caraquiz, 291, Uceda, Castille-La Mancha, ES",1925,"i2_inaturalist_7591"
"7592",43.5024604797,-6.9536719322,NA,"Apis mellifera",2019,7,25,"pablomikigarciagonzalez","pablomikigarciagonzalez",NA,NA,"Acebedín, 33794 Acevedín, Asturias, España",NA,"i2_inaturalist_7592"
"7593",40.3386718589,-5.1723467186,NA,"Bombus lucorum",2019,7,27,"vcmmm","vcmmm",NA,NA,"Hoyos del Espino, 05634, Ávila, Spain",263,"i2_inaturalist_7593"
"7594",43.1595769021,-6.5422304913,NA,"Bombus pascuorum",2019,7,27,"pacolaurel","pacolaurel",NA,NA,"La Mata (Las Barzaniellas), 33817, Asturias, España",19,"i2_inaturalist_7594"
"7595",42.1099361667,-8.6306903889,NA,"Thyreus histrionicus",2019,7,25,"jesustizon","jesustizon",NA,NA,"Pontevedra, España",NA,"i2_inaturalist_7595"
"7597",38.9363033333,-8.4863916667,NA,"Thyreus histrionicus",2019,7,24,"ocea1","ocea1",NA,NA,"Coruche, PT-SA, PT",5,"i2_inaturalist_7597"
"7599",39.2434605873,-9.3054307687,NA,"Apis mellifera",2018,11,15,"simaomateus","simaomateus",NA,NA,"2530 Lourinhã, Portugal",26,"i2_inaturalist_7599"
"7601",41.2089633333,-8.7152083333,NA,"Bombus terrestris",2019,7,25,"pedrofreitas2590","pedrofreitas2590",NA,NA,"4450 Leça da Palmeira, Portugal",3,"i2_inaturalist_7601"
"7604",42.9728539236,-6.0015496317,NA,"Bombus terrestris",2019,7,18,"jesusgonzalez1","jesusgonzalez1",NA,NA,"León, ES-CL, ES",19,"i2_inaturalist_7604"
"7606",42.848959958,-5.484987013,NA,"Xylocopa violacea",2019,7,24,"isidorodelrio","isidorodelrio",NA,NA,"24839 Matallana de Torío, León, España",4208,"i2_inaturalist_7606"
"7607",41.8641878886,-6.4199925563,NA,"Apis mellifera",2019,7,23,"beidts","beidts",NA,NA,"Zamora, Spain",15,"i2_inaturalist_7607"
"7608",38.7866533333,-9.3966583333,NA,"Bombus pascuorum",2019,7,16,"jubileecat","jubileecat",NA,NA,"Sintra-Cascais Natural Park, Sintra, Lisbon, PT",5,"i2_inaturalist_7608"
"7609",40.8509017,-3.9499712,NA,"Amegilla quadrifasciata",2019,7,21,"beidts","beidts",NA,NA,"Sierra de Guadarrama, 28741, Madrid, Spain",1641,"i2_inaturalist_7609"
"7610",39.752040863,-7.9266662598,NA,"Apis mellifera",2019,7,21,"dgclaro","dgclaro",NA,NA,"6150-577 Proença-a-Nova, Portugal",NA,"i2_inaturalist_7610"
"7611",38.6563829586,-9.1542562698,NA,"Bombus terrestris",2016,3,12,"acaciocosta","acaciocosta",NA,NA,"Almada, Portugal",244,"i2_inaturalist_7611"
"7612",43.452857124,-3.8221489479,NA,"Bombus pascuorum",2019,7,7,"jeffph","jeffph",NA,NA,"Cantabria, ES-CB, ES",65,"i2_inaturalist_7612"
"7614",38.6346633333,-9.1558433333,NA,"Apis mellifera",2019,7,21,"draposo79","draposo79",NA,NA,"Seixal, Setúbal, Portugal",NA,"i2_inaturalist_7614"
"7615",38.6463113,-9.1866855,NA,"Apis mellifera",2019,7,21,"llourenco92","llourenco92",NA,NA,"Sobreda, 2815 Sobreda, Portugal",20,"i2_inaturalist_7615"
"7616",38.6462884,-9.1866406,NA,"Anthophora bimaculata",2019,7,21,"llourenco92","llourenco92",NA,NA,"Sobreda, 2815 Sobreda, Portugal",50,"i2_inaturalist_7616"
"7617",43.3640309803,-8.2215433373,NA,"Apis mellifera",2019,7,21,"sonharey","sonharey",NA,NA,"A Coruña, ES-GA, ES",2,"i2_inaturalist_7617"
"7618",38.220636499,-8.2366447627,NA,"Xylocopa violacea",2019,7,20,"joaotiagotavares","joaotiagotavares",NA,NA,"Torrão, Portugal",512,"i2_inaturalist_7618"
"7619",38.8648992105,-9.4463297725,NA,"Apis mellifera",2019,7,20,"louis100","louis100",NA,NA,"São João das Lampas, 2705 São João das Lampas, Portugal",263,"i2_inaturalist_7619"
"7621",40.7295161746,-4.012079947,NA,"Bombus pascuorum",2019,7,20,"luismartnprez","luismartnprez",NA,NA,"Calle Manzanares, 1E, Navacerrada, Madrid, ES",6,"i2_inaturalist_7621"
"7622",43.4909157867,-5.639696047,NA,"Bombus pascuorum",2019,7,20,"alejandrogp","alejandrogp",NA,NA,"Spain",6,"i2_inaturalist_7622"
"7625",41.7094722,-8.1880278,NA,"Apis mellifera",2019,6,29,"coeller","coeller",NA,NA,"Terras de Bouro, PT-BR, PT",187,"i2_inaturalist_7625"
"7626",37.3397227336,-8.575781621,NA,"Bombus pascuorum",2019,7,17,"carmenrodrigues","carmenrodrigues",NA,NA,"Monchique, PT-FA, PT",698,"i2_inaturalist_7626"
"7627",40.1000768162,-7.2835897427,NA,"Apis mellifera",2019,3,9,"gnomad","gnomad",NA,NA,"Castelo Branco, PT",2909,"i2_inaturalist_7627"
"7628",42.3101537029,-8.7224755931,NA,"Apis mellifera",2019,7,16,"victoriacabaleiro","victoriacabaleiro",NA,NA,"Pontevedra, España",8,"i2_inaturalist_7628"
"7629",37.8000474736,-8.6767600555,NA,"Apis mellifera",2011,5,22,"draposo79","draposo79",NA,NA,"Santiago do Cacém, Portugal",2,"i2_inaturalist_7629"
"7630",38.6463278,-9.1866367,NA,"Anthophora bimaculata",2019,7,18,"llourenco92","llourenco92",NA,NA,"Sobreda, 2815 Sobreda, Portugal",20,"i2_inaturalist_7630"
"7633",42.2728378621,-8.6614041436,NA,"Apis mellifera",2019,7,15,"victoriacabaleiro","victoriacabaleiro",NA,NA,"Pontevedra, España",31,"i2_inaturalist_7633"
