Species;author;Country;Longitude;Latitude;Year;Month;Day;Start.date;End.date;Coll../.source
fodiens;(GEOFFROY);PORTUGAL;W07.46;N37.21;2015;06;05;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W07.58;N37.03;1987;10;07;NA;NA;National Museum of Natural History, Leiden
fodiens;(GEOFFROY);PORTUGAL;W07.58;N41.06;1953;04;17;NA;NA;Museo Zoologico de Coimbra
fodiens;(GEOFFROY);PORTUGAL;W08.05;N37.04;1970;06;07;NA;NA;Zoölogisch Museum Amsterdam
fodiens;(GEOFFROY);PORTUGAL;W08.06;N37.04;NA;NA;NA;16-06-1978;19-06-1978;Natural History Museum, London
fodiens;(GEOFFROY);PORTUGAL;W08.17;N37.07;2009;10;11;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.20;N37.07;2015;09;18;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.21;N37.06;2005;05;05;NA;NA;Coll. Smit, Duiven/Kuhlmann(1w)
fodiens;(GEOFFROY);PORTUGAL;W08.25;N40.12;1984;08;19;NA;NA;Zoölogisch Museum Amsterdam
fodiens;(GEOFFROY);PORTUGAL;W08.29;N37.29;1960;09;20;NA;NA;Zoölogisch Museum Amsterdam/Kuhlmann(1w)
fodiens;(GEOFFROY);PORTUGAL;W08.34;N38.10;1994;06;01;NA;NA;ETH Zürich, Entomologische Sammlungen
fodiens;(GEOFFROY);PORTUGAL;W08.34;N37.07;2003;09;13;NA;NA;A. Müller, Zürich
fodiens;(GEOFFROY);PORTUGAL;W08.46;N37.25;2011;05;25;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.46;N37.25;2009;10;12;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.47;N37.43;2014;09;20;NA;NA;D. Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.47;N37.51;2014;09;24;NA;NA;D. Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.47;N38.07;2016;07;24;NA;NA;Howe / Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.48;N38.04;2018;08;05;NA;NA;Howe / Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.48;N38.04;2018;08;03;NA;NA;Howe / Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.48;N38.04;2018;08;02;NA;NA;Howe / Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.48;N37.18;2009;10;12;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.51;N37.57;1956;05;26;NA;NA;Museo Zoologico de Coimbra
fodiens;(GEOFFROY);PORTUGAL;W08.53;N37.57;1965;07;25;NA;NA;Museo Zoologico de Coimbra
fodiens;(GEOFFROY);PORTUGAL;W08.53;N40.13;2008;05;29;NA;NA;Pagliano
fodiens;(GEOFFROY);PORTUGAL;W08.53;N37.11;2009;07;NA;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.54;N37.11;2015;06;09;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.54;N37.11;2015;09;17;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.54;N37.11;2015;09;20;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.54;N37.11;2015;10;15;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.54;N37.11;2011;06;11;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.56;N39.52;NA;NA;NA;NA;NA;Museo Zoologico de Coimbra
fodiens;(GEOFFROY);PORTUGAL;W08.58;N39.52;1998;09;22;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W08.59;N38.43;1998;09;19;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W09.06;N38.34;2019;08;03;NA;NA;T.Wood
fodiens;(GEOFFROY);PORTUGAL;W09.08;N38.42;1985;09;08;NA;NA;Kuhlmann
fodiens;(GEOFFROY);PORTUGAL;W09.08;N38.42;1967;08;01;NA;NA;National Museum of Natural History, Leiden/Kuhlmann(1m, 2w)
fodiens;(GEOFFROY);PORTUGAL;W09.11;N38.39;NA;NA;NA;14-09-1985;14-10-1985;Kuhlmann
fodiens;(GEOFFROY);PORTUGAL;W09.12;N38.40;1955;05;22;NA;NA;Museo Zoologico de Coimbra
fodiens;(GEOFFROY);PORTUGAL;W09.25;N38.42;1953;06;10;NA;NA;Museo Zoologico de Coimbra
fodiens;(GEOFFROY);SPAIN;E01.22.51;N42.07.26;2019;06;09;NA;NA;Wim Klein, Naturalis
fodiens;(GEOFFROY);SPAIN;E03.12;N41.57;1955;08;07;NA;NA;NHM
fodiens;(GEOFFROY);SPAIN;W01.26;N40.24;1963;09;19;NA;NA;Zoölogisch Museum Amsterdam
fodiens;(GEOFFROY);SPAIN;W01.38;N40.33;2012;07;21;NA;NA;Ortiz-Sanchez
fodiens;(GEOFFROY);SPAIN;W02.33.14;N37.13.18;1999;07;17;NA;NA;Ebmer/Kuhlmann(1m)
fodiens;(GEOFFROY);SPAIN;W02.43;N41.49;NA;NA;NA;08-08-1966;09-08-1966;Natural History Museum, London
fodiens;(GEOFFROY);SPAIN;W02.59;N37.01;2006;07;23;NA;NA;J. Ortiz-Sanchez/Kuhlmann(1w, 2m)
fodiens;(GEOFFROY);SPAIN;W03.00;N37.00;2006;07;23;NA;NA;J. Ortiz-Sanchez
fodiens;(GEOFFROY);SPAIN;W03.02;N37.10;2006;07;23;NA;NA;J. Ortiz-Sanchez
fodiens;(GEOFFROY);SPAIN;W03.26;N37.09;2006;07;15;NA;NA;J. Ortiz-Sanchez
fodiens;(GEOFFROY);SPAIN;W03.26.27;N37.07.53;1999;07;15;NA;NA;Ebmer
fodiens;(GEOFFROY);SPAIN;W03.26.27;N37.07.53;1999;07;13;NA;NA;Ebmer/Kuhlmann(1m)
fodiens;(GEOFFROY);SPAIN;W03.42;N40.46;2019;07;20;NA;NA;T.Wood
fodiens;(GEOFFROY);SPAIN;W03.46;N40.49;1972;07;20;NA;NA;Zoölogisch Museum Amsterdam
fodiens;(GEOFFROY);SPAIN;W03.48;N40.38;1980;07;27;NA;NA;Natural History Museum, London
fodiens;(GEOFFROY);SPAIN;W03.58;N40.39;2019;07;17;NA;NA;T.Wood
fodiens;(GEOFFROY);SPAIN;W03.58;N40.49;2019;07;19;NA;NA;T.Wood
fodiens;(GEOFFROY);SPAIN;W04.05;N40.51;2019;07;19;NA;NA;T.Wood
fodiens;(GEOFFROY);SPAIN;W04.07;N40.56;2019;07;18;NA;NA;T.Wood
fodiens;(GEOFFROY);SPAIN;W04.10;N40.54;NA;NA;NA;NA;NA;(WARNCKE 1978)
fodiens;(GEOFFROY);SPAIN;W04.11;N40.52;2019;07;19;NA;NA;T.Wood
fodiens;(GEOFFROY);SPAIN;W04.24;N40.35;1904;07;01;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
fodiens;(GEOFFROY);SPAIN;W04.24;N40.35;1904;07;NA;NA;NA;Natural History Museum, London
fodiens;(GEOFFROY);SPAIN;W04.24;N40.35;2008;07;22;NA;NA;J. Ortiz-Sanchez
fodiens;(GEOFFROY);SPAIN;W04.58;N40.23;2008;07;26;NA;NA;J. Ortiz-Sanchez/Kuhlmann(1w)
fodiens;(GEOFFROY);SPAIN;W05.03;N40.22;2008;07;26;NA;NA;J. Ortiz-Sanchez
fodiens;(GEOFFROY);SPAIN;W05.55;N36.27;2008;07;21;NA;NA;Smit/Kuhlmann(1m)
fodiens;(GEOFFROY);SPAIN;W05.55;N36.27;2008;07;25;NA;NA;Smit/Kuhlmann(1w)
fodiens;(GEOFFROY);SPAIN;W05.57;N36.15;2008;07;17;NA;NA;Smit
fodiens;(GEOFFROY);SPAIN;W06.18;N37.18;2015;09;14;NA;NA;Baldock
fodiens;(GEOFFROY);SPAIN;W06.30;N37.15;2005;06;18;NA;NA;J. Ortiz-Sanchez
fodiens;(GEOFFROY);SPAIN;W06.30;N37.15;2005;06;18;NA;NA;J. Ortiz-Sanchez/Kuhlmann(2m)
fodiens;(GEOFFROY);SPAIN;W08.45;N42.39;1963;07;24;NA;NA;National Museum of Natural History, Leiden
foveolaris;PÉREZ;PORTUGAL;W07.33;N40.22;2016;06;14;NA;NA;D. Baldock
foveolaris;PÉREZ;PORTUGAL;W07.45;N37.38;2017;04;18;NA;NA;D. Baldock
foveolaris;PÉREZ;PORTUGAL;W08.26;N37.11;1997;04;05;NA;NA;Kuhlmann
foveolaris;PÉREZ;PORTUGAL;W08.57;N37.06;1997;04;02;NA;NA;Hartmann
foveolaris;PÉREZ;SPAIN;E00.00;N42.00;2011;05;27;NA;NA;ZISP
foveolaris;PÉREZ;SPAIN;E00.08;N41.07;1985;06;06;NA;NA;National Museum of Natural History, Leiden
foveolaris;PÉREZ;SPAIN;E00.08;N38.41;2001;05;03;NA;NA;Scheuchl
foveolaris;PÉREZ;SPAIN;E00.45;N41.25;2000;05;06;NA;NA;Kuhlmann
foveolaris;PÉREZ;SPAIN;E00.55.38;N41.15.48;2019;06;03;NA;NA;Wim Klein, Naturalis
foveolaris;PÉREZ;SPAIN;E00.58;N41.03;2000;05;07;NA;NA;Scheuchl/Kuhlmann(2m)
foveolaris;PÉREZ;SPAIN;E00.58;N41.03;2000;05;07;NA;NA;Scheuchl/Kuhlmann(1w)
foveolaris;PÉREZ;SPAIN;E00.58;N41.02;2001;04;26;NA;NA;Scheuchl
foveolaris;PÉREZ;SPAIN;E06;N38;2001;05;18;NA;NA;Kuhlmann
foveolaris;PÉREZ;SPAIN;W00.02;N39.59;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
foveolaris;PÉREZ;SPAIN;W00.02;N39.59;1996;05;21;NA;NA;Zoölogisch Museum Amsterdam
foveolaris;PÉREZ;SPAIN;W00.24;N42.34;1994;06;08;NA;NA;F. Amiet
foveolaris;PÉREZ;SPAIN;W00.26;N39.35;1948;04;24;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
foveolaris;PÉREZ;SPAIN;W00.33;N42.34;1994;06;09;NA;NA;F. Amiet/Kuhlmann(1w)
foveolaris;PÉREZ;SPAIN;W01.21;N41.17;1985;06;05;NA;NA;National Museum of Natural History, Leiden
foveolaris;PÉREZ;SPAIN;W01.24;N37.55;2001;04;30;NA;NA;Scheuchl
foveolaris;PÉREZ;SPAIN;W01.25;N37.51;2001;04;30;NA;NA;Scheuchl
foveolaris;PÉREZ;SPAIN;W01.25;N37.51;2000;04;30;NA;NA;Scheuchl
foveolaris;PÉREZ;SPAIN;W02.13.15;N36.59.11;2018;05;24;NA;NA;Smit
foveolaris;PÉREZ;SPAIN;W02.13.53;N36.59.08;2019;05;22;NA;NA;Smit
foveolaris;PÉREZ;SPAIN;W02.32;N37.09;1982;05;31;NA;NA;Zoölogisch Museum Amsterdam
foveolaris;PÉREZ;SPAIN;W02.37;N36.52;2014;03;30;NA;NA;Bogusch
foveolaris;PÉREZ;SPAIN;W02.51;N36.49;2007;06;08;NA;NA;J. Ortiz-Sanchez
foveolaris;PÉREZ;SPAIN;W02.57;N37.41;1920;05;19;NA;NA;O.Ö. Landesmuseum, Linz (Coll. Warncke)
foveolaris;PÉREZ;SPAIN;W02.58;N36.46;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
foveolaris;PÉREZ;SPAIN;W02.59;N37.01;1988;06;24;NA;NA;Kuhlmann
foveolaris;PÉREZ;SPAIN;W03.31;N40.20;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
foveolaris;PÉREZ;SPAIN;W03.32;N40.21;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
foveolaris;PÉREZ;SPAIN;W03.34;N40.08;1985;06;02;NA;NA;National Museum of Natural History, Leiden
foveolaris;PÉREZ;SPAIN;W03.36;N40.01;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
foveolaris;PÉREZ;SPAIN;W03.42;N40.25;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
foveolaris;PÉREZ;SPAIN;W03.42;N40.25;1979;06;05;NA;NA;Natural History Museum, London
foveolaris;PÉREZ;SPAIN;W03.42;N40.25;NA;NA;NA;19-05-1979;22-05-1979;Natural History Museum, London
foveolaris;PÉREZ;SPAIN;W03.59;N36.50;1996;06;06;NA;NA;Zoölogisch Museum Amsterdam
foveolaris;PÉREZ;SPAIN;W04.04;N36.49;1960;05;17;NA;NA;National Museum of Natural History, Leiden
foveolaris;PÉREZ;SPAIN;W04.27;N36.51;1978;04;14;NA;NA;USDA, Logan, Utah
foveolaris;PÉREZ;SPAIN;W04.36;N36.35;1983;04;16;NA;NA;National Museum of Natural History, Leiden/Kuhlmann
foveolaris;PÉREZ;SPAIN;W04.36;N41.40;NA;NA;NA;12-06-1974;15-06-1974;USDA, Logan, Utah
foveolaris;PÉREZ;SPAIN;W04.42;N41.33;1974;05;27;;;USDA, Logan, Utah
foveolaris;PÉREZ;SPAIN;W04.45;N36.30;NA;NA;NA;21-04-1983;22-04-1983;Kuhlmann
foveolaris;PÉREZ;SPAIN;W04.50;N41.42;1974;06;22;NA;NA;USDA, Logan, Utah
foveolaris;PÉREZ;SPAIN;W05.14.26;N36.45.47;2017;06;14;NA;NA;Smit
foveolaris;PÉREZ;SPAIN;W06.16;N38.05;NA;NA;NA;07-05-1960;08-05-1960;National Museum of Natural History, Leiden
gallicus;RADOSZKOWSKI;PORTUGAL;W09.13;N38.25;NA;NA;NA;04-06-2011;05-06-2011;Baldock
gallicus;RADOSZKOWSKI;PORTUGAL;W09.25;N38.42;1954;06;20;NA;NA;Museo Zoologico de Coimbra
gallicus;RADOSZKOWSKI;PORTUGAL;W09.25;N38.42;1982;07;07;NA;NA;Natural History Museum, London
gallicus;RADOSZKOWSKI;SPAIN;E01.10;N39.38;1982;07;05;NA;NA;Kuhlmann
gallicus;RADOSZKOWSKI;SPAIN;E04.02;N39.58;1991;10;03;NA;NA;Kuhlmann
gallicus;RADOSZKOWSKI;SPAIN;E04.02;N39.58;1991;10;11;NA;NA;Kuhlmann
gallicus;RADOSZKOWSKI;SPAIN;E04.04;N39.57;1991;10;06;NA;NA;Kuhlmann
gallicus;RADOSZKOWSKI;SPAIN;W00.59;N40.24;2008;07;13;NA;NA;J. Ortiz-Sanchez
gallicus;RADOSZKOWSKI;SPAIN;W01.30;N40.30;2012;07;21;NA;NA;Ortiz-Sanchez
gallicus;RADOSZKOWSKI;SPAIN;W02.27;N41.45;NA;NA;NA;16-06-1964;22-06-196;Museum Luzern
gallicus;RADOSZKOWSKI;SPAIN;W03.28;N37.09;1978;07;22;NA;NA;Zoölogisch Museum Amsterdam
gallicus;RADOSZKOWSKI;SPAIN;W04.24;N40.47;1993;07;29;NA;NA;National Museum of Natural History, Leiden
gallicus;RADOSZKOWSKI;SPAIN;W06.47;N40.42;1995;06;30;NA;NA;Museum für Naturkunde Stuttgart
hederae;SCHMIDT & WESTRICH;SPAIN;E02.24;N42.14;2004;09;13;NA;NA;WESTRICH & WESTRICH 2006
hederae;SCHMIDT & WESTRICH;SPAIN;E02.27;N42.08;NA;NA;NA;NA;NA;(RATHJEN 1998)
hederae;SCHMIDT & WESTRICH;SPAIN;W01.47;N38.06;2008;10;19;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W01.47;N38.06;2008;10;19;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W01.47;N38.06;2008;10;19;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W01.48;N38.06;2008;10;19;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W01.52;N37.13;2008;11;03;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W02.52;N36.59;2008;10;13;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W02.52;N36.58;2008;10;13;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W03.25;N36.47;2008;09;21;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W03.25;N36.47;2008;10;03;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W03.25;N36.47;2008;10;03;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W03.30;N37.09;2008;10;06;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W03.34;N42.43;2008;09;28;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W03.34;N42.43;2008;10;NA;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W03.35;N37.10;2003;09;11;NA;NA;Kuhlmann
hederae;SCHMIDT & WESTRICH;SPAIN;W03.37;N37.32;2008;10;06;NA;NA;F.J. Ortiz-Sánchez 
hederae;SCHMIDT & WESTRICH;SPAIN;W03.37;N37.32;2008;10;09;NA;NA;F.J. Ortiz-Sánchez 
hylaeiformis;EVERSMANN;PORTUGAL;W06.53;N40.43;2015;07;26;NA;NA;Baldock
hylaeiformis;EVERSMANN;PORTUGAL;W06.53;N40.43;2015;07;26;NA;NA;Baldock
hylaeiformis;EVERSMANN;PORTUGAL;W06.57;N41.20;2015;07;22;NA;NA;Baldock
hylaeiformis;EVERSMANN;SPAIN;E01.28.44;N41.31.21;2009;08;03;NA;NA;Jan Smit
hylaeiformis;EVERSMANN;SPAIN;E01.49;N42.23;1969;08;11;NA;NA;National Museum of Natural History, Leiden
hylaeiformis;EVERSMANN;SPAIN;E02.13;N41.47;1933;08;15;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
hylaeiformis;EVERSMANN;SPAIN;E03.04;N42.20;1995;08;09;NA;NA;Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa
hylaeiformis;EVERSMANN;SPAIN;W00.59;N40.24;2008;08;31;NA;NA;J. Ortiz-Sanchez
hylaeiformis;EVERSMANN;SPAIN;W01.06.45;N42.37.00;1995;07;31;NA;NA;Université de Mons Hainaut, Mons
hylaeiformis;EVERSMANN;SPAIN;W02.05;N37.41;2006;07;29;NA;NA;J. Ortiz-Sanchez
hylaeiformis;EVERSMANN;SPAIN;W02.14;N38.00;2012;07;21;NA;NA;Ortiz-Sanchez
hylaeiformis;EVERSMANN;SPAIN;W02.16;N37.35;2007;07;21;NA;NA;Smit
hylaeiformis;EVERSMANN;SPAIN;W02.54;N40.20;1983;07;28;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
hylaeiformis;EVERSMANN;SPAIN;W03.00;N37.00;2006;07;23;NA;NA;J. Ortiz-Sanchez
hylaeiformis;EVERSMANN;SPAIN;W03.16;N37.00;2008;08;02;NA;NA;J. Ortiz-Sanchez
hylaeiformis;EVERSMANN;SPAIN;W03.25;N36.54;2007;07;14;NA;NA;Smit
hylaeiformis;EVERSMANN;SPAIN;W03.32;N42.19;1968;08;15;NA;NA;Zoölogisch Museum Amsterdam
hylaeiformis;EVERSMANN;SPAIN;W03.41;N40.31;1980;07;27;NA;NA;Natural History Museum, London
hylaeiformis;EVERSMANN;SPAIN;W03.42;N40.46;2019;07;20;NA;NA;T.Wood
hylaeiformis;EVERSMANN;SPAIN;W03.48;N40.38;1980;07;27;NA;NA;Natural History Museum, London
hylaeiformis;EVERSMANN;SPAIN;W03.58;N40.39;2019;07;17;NA;NA;T.Wood
hylaeiformis;EVERSMANN;SPAIN;W03.59;N40.44;2019;07;19;NA;NA;T.Wood
hylaeiformis;EVERSMANN;SPAIN;W04.00;N40.50;1927;08;01;NA;NA;Natural History Museum, London
hylaeiformis;EVERSMANN;SPAIN;W04.06;N40.56;2019;07;18;NA;NA;T.Wood
hylaeiformis;EVERSMANN;SPAIN;W04.07;N40.35;1978;08;21;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
hylaeiformis;EVERSMANN;SPAIN;W04.07;N40.56;2019;07;18;NA;NA;T.Wood
hylaeiformis;EVERSMANN;SPAIN;W04.07;N41.01;2019;07;23;NA;NA;T.Wood
hylaeiformis;EVERSMANN;SPAIN;W04.09;N40.54;2019;07;22;NA;NA;T.Wood
hylaeiformis;EVERSMANN;SPAIN;W04.11;N40.51;2019;07;19;NA;NA;T.Wood
hylaeiformis;EVERSMANN;SPAIN;W04.29;N40.25;2008;07;27;NA;NA;J. Ortiz-Sanchez
hylaeiformis;EVERSMANN;SPAIN;W04.43;N41.39;1982;08;02;NA;NA;Kuhlmann
hylaeiformis;EVERSMANN;SPAIN;W05.21;N36.45;1978;07;31;NA;NA;Zoölogisch Museum Amsterdam
hylaeiformis;EVERSMANN;SPAIN;W05.34.17;N40.49.04;2011;07;14;NA;NA;Smit
hylaeiformis;EVERSMANN;SPAIN;W05.39;N42.37;1969;08;28;NA;NA;Zoölogisch Museum Amsterdam
hylaeiformis;EVERSMANN;SPAIN;W06.43;N40.17;2000;08;16;NA;NA;Naturkundemuseum Stuttgart
hylaeiformis;EVERSMANN;SPAIN;W06.59;N43.23;1979;08;13;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
intricans;SPINOLA;PORTUGAL;W08.39;N38.34;1958;05;16;NA;NA;National Museum of Natural History, Leiden/Kuhlmann
intricans;SPINOLA;SPAIN;W00.57;N37.49;2001;05;02;NA;NA;Kuhlmann
jansmiti;KUHLMANN;SPAIN;W05.10.50;N36.50.06;2017;06;12;NA;NA;Kuhlmann
ligatus;ERICHSON;PORTUGAL;W07.58;N41.06;1951;08;03;NA;NA;Museo Zoologico de Coimbra
ligatus;ERICHSON;PORTUGAL;W07.58;N41.06;1951;08;27;NA;NA;Museo Zoologico de Coimbra
ligatus;ERICHSON;PORTUGAL;W08.17;N37.07;2009;07;15;NA;NA;Baldock/Kuhlmann(1w)
ligatus;ERICHSON;PORTUGAL;W08.32;N37.07;1951;08;17;NA;NA;National Museum of Natural History, Leiden
ligatus;ERICHSON;PORTUGAL;W08.48;N37.04;2015;09;02;NA;NA;Baldock
ligatus;ERICHSON;PORTUGAL;W08.48;N37.04;2015;07;29;NA;NA;Kuhlmann
ligatus;ERICHSON;PORTUGAL;W09.12;N38.40;2019;08;04;NA;NA;T.Wood
ligatus;ERICHSON;PORTUGAL;W09.13;N38.40;1950;07;21;NA;NA;National Museum of Natural History, Leiden
ligatus;ERICHSON;SPAIN;W00.29;N38.21;NA;NA;NA;05-07-1978;15-07-1978;Natural History Museum, London
ligatus;ERICHSON;SPAIN;W00.44;N37.54;1935;06;27;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
ligatus;ERICHSON;SPAIN;W00.57;N38.05;NA;NA;NA;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
ligatus;ERICHSON;SPAIN;W01.10;N37.33;1980;07;03;NA;NA;Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa
ligatus;ERICHSON;SPAIN;W02.07.26;N37.05.48;1995;06;09;NA;NA;Université de Mons Hainaut, Mons
ligatus;ERICHSON;SPAIN;W02.20.51;N36.50.58;1995;06;04;NA;NA;Université de Mons Hainaut, Mons
ligatus;ERICHSON;SPAIN;W02.21;N36.51;1952;06;24;NA;NA;National Museum of Natural History, Leiden
ligatus;ERICHSON;SPAIN;W03.34;N36.44;2007;07;16;NA;NA;Smit
ligatus;ERICHSON;SPAIN;W04.43;N41.46;1974;06;21;NA;NA;USDA, Logan, Utah
ligatus;ERICHSON;SPAIN;W06.07;N36.41;NA;NA;NA;10-09-1961;12-09-1961;National Museum of Natural History, Leiden
ligatus;ERICHSON;SPAIN;W06.12;N36.32;1969;06;30;NA;NA;National Museum of Natural History, Leiden
ligatus;ERICHSON;SPAIN;W06.12;N36.32;1970;07;26;NA;NA;Zoölogisch Museum Amsterdam
ligatus;ERICHSON;SPAIN;W06.19;N36.49;1988;06;29;NA;NA;Schwarz/Kuhlmann(5m)
ligatus;ERICHSON;SPAIN;W06.19;N36.49;1988;06;29;NA;NA;Schwarz
ligatus;ERICHSON;SPAIN;W06.20;N38.55;NA;NA;NA;29-06-1968;30-06-1968;National Museum of Natural History, Leiden
ligatus;ERICHSON;SPAIN;W06.30;N37.15;2005;06;19;NA;NA;J. Ortiz-Sanchez/Kuhlmann(3m)
ligatus;ERICHSON;SPAIN;W06.38.56;N37.08.44;2011;07;24;NA;NA;Smit
ligatus;ERICHSON;SPAIN;W06.42.48;N37.06.07;2011;07;21;NA;NA;Smit
ligatus;ERICHSON;SPAIN;W06.44.33;N37.16.05;2011;07;23;NA;NA;Smit
ligatus;ERICHSON;SPAIN;W06.56;N37.15;1961;08;03;NA;NA;National Museum of Natural History, Leiden
ligatus;ERICHSON;SPAIN;W08.48;N37.04;2015;06;28;NA;NA;Baldock
maidli;NOSKIEWICZ;PORTUGAL;W08.20;N37.05;2014;06;23;NA;NA;Baldock
maidli;NOSKIEWICZ;PORTUGAL;W08.46;N37.25;2009;07;NA;NA;NA;Baldock
maidli;NOSKIEWICZ;PORTUGAL;W08.53;N37.11;2009;07;NA;NA;NA;Baldock
maidli;NOSKIEWICZ;PORTUGAL;W09.03;N39.35;2015;08;19;NA;NA;Baldock
maidli;NOSKIEWICZ;SPAIN;E00.44.18;N40.37.28;2009;08;12;NA;NA;Jan Smit
maidli;NOSKIEWICZ;SPAIN;E00.48;N41.47;NA;NA;NA;02-06-2008;06-06-2008;USDA, Logan, Utah
maidli;NOSKIEWICZ;SPAIN;E01.00;N41.03;2003;05;21;NA;NA;Coll. Smit, Duiven
maidli;NOSKIEWICZ;SPAIN;E01.14;N41.07;NA;NA;NA;16-06-1966;28-06-1966;Kuhlmann
maidli;NOSKIEWICZ;SPAIN;E01.23;N41.08;1987;08;18;NA;NA;Zoölogisch Museum Amsterdam
maidli;NOSKIEWICZ;SPAIN;E03.09;N39.20;2004;07;09;NA;NA;Baldock
maidli;NOSKIEWICZ;SPAIN;E03.58;N43.26;1954;07;12;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
maidli;NOSKIEWICZ;SPAIN;W00.21;N39.28;1927;07;10;NA;NA;(NOSKIEWICZ 1936)
maidli;NOSKIEWICZ;SPAIN;W00.21;N39.28;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
maidli;NOSKIEWICZ;SPAIN;W03.25;N36.53;2006;07;08;NA;NA;Smit
maidli;NOSKIEWICZ;SPAIN;W03.47;N43.28;1954;07;28;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
maidli;NOSKIEWICZ;SPAIN;W06.59;N43.33;1969;08;12;NA;NA;Zoölogisch Museum Amsterdam
marginatus;SMITH;PORTUGAL;W08.52;N37.19;2017;05;17;NA;NA;D. Baldock
marginatus;SMITH;PORTUGAL;W08.53;N37.11;2009;07;NA;NA;NA;Baldock
marginatus;SMITH;SPAIN;E00.36;N41.41;1974;06;14;NA;NA;USDA, Logan, Utah
marginatus;SMITH;SPAIN;E01.02;N41.04;1980;07;29;NA;NA;Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa
marginatus;SMITH;SPAIN;E02.51;N41.58;NA;NA;NA;18-09-1996;27-09-1996;Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa
marginatus;SMITH;SPAIN;E02.51;N41.58;NA;NA;NA;24-09-1996;27-09-1996;Kuhlmann
marginatus;SMITH;SPAIN;W04.11;N40.52;2019;07;19;NA;NA;T.Wood / Kuhlmann (1m)
marginatus;SMITH;SPAIN;W05.27;N41.29.00;1974;06;09;NA;NA;Kuhlmann
merceti;NOSKIEWICZ;SPAIN;W00.29;N38.20;1906;07;22;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
