Genus;Subgenus;Species;Subspecies;Locality;Municipe;Province;Country;Date;Year;Month;Day;Altitud;GPS.(N);GPS.(O);Collector;Determined.by;Year.ident;Male;Female;Worker;Alcoh/seco;Notes.and.queries
Bombus;Bombus;terrestris;lusitanicus;Camino de bajada a Güejar;Güejar Sierra;Granada;España;2013-08-06;2013;8;6;1041;"37° 8'44""";"3°25'48""";José A. Acosta;C. Ornosa;2016;1;NA;NA;etanol;NA
Bombus;Thoracobombus;pascuorum;maculatus;aparcamiento;San Millán de la Cogolla;Logroño;España;2013-08-25;2013;8;25;733;"42°19'26.26""";" 2°51'57.48""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;Aparcamiento
Bombus;Bombus;terrestris;terrestris;Carril de los Puros;NA;Murcia;España;2013-05-01;2013;5;1;298;" 37°55'1.68""";"  1° 5'4.26""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;Anthyllis cytisoides (albaida)17:00:00
Bombus;Thoracobombus;pascuorum;maculatus;aparcamiento;San Millán de la Cogolla;Logroño;España;2013-08-25;2013;8;25;734;"42°19'26.26""";" 2°51'57.48""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;Aparcamiento
Bombus;Thoracobombus;humilis;paraurantiacus;aparcamiento;San Millán de la Cogolla;Logroño;España;2013-08-25;2013;8;25;735;"42°19'26.26""";" 2°51'57.48""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;Aparcamiento
Bombus;Thoracobombus;pascuorum;maculatus;aparcamiento;San Millán de la Cogolla;Logroño;España;2013-08-25;2013;8;25;736;"42°19'26.26""";" 2°51'57.48""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;Aparcamiento
Bombus;Thoracobombus;humilis;paraurantiacus;aparcamiento;San Millán de la Cogolla;Logroño;España;2013-08-25;2013;8;25;737;"42°19'26.26""";" 2°51'57.48""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;Aparcamiento
Bombus;Thoracobombus;humilis;paraurantiacus;aparcamiento;San Millán de la Cogolla;Logroño;España;2013-08-25;2013;8;25;738;"42°19'26.26""";" 2°51'57.48""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;Aparcamiento
Bombus;Bombus;terrestris;lusitanicus;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Thoracobombus;pascuorum;bofilli;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Psithyrus;vestalis;obenbergeri;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;terrestris;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Psithyrus;vestalis;obenbergeri;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Lado sur Alpujarra Alta;Sª Nevada;Granada;España;2013-08-08;2013;8;8;1943;"36°57'54.70""";"3°20'27.13"" ";José A. Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Vereda de la Estrella (2);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1355;"37° 7'45.00""";"3°22'5.00""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;Tiene ácaros
Bombus;Bombus;terrestris;lusitanicus;Vereda de la Estrella (2);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1355;"37° 7'45.00""";"3°22'5.00""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Vereda de la Estrella (2);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1355;"37° 7'45.00""";"3°22'5.00""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;Tiene ácaros
Bombus;Bombus;terrestris;lusitanicus;Vereda de la Estrella (2);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1355;"37° 7'45.00""";"3°22'5.00""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;terrestris;Vereda de la Estrella (2);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1355;"37° 7'45.00""";"3°22'5.00""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Thoracombus;pascuorum;dusmeti;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Paula Acosta;C. Ornosa;2015;NA;0;1;etanol;NA
Bombus;Thoracombus;pascuorum;maculatus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Thoracombus;pascuorum;dusmeti;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Paula Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Thoracombus;pascuorum;maculatus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Thoracobombus;pascuorum;maculatus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Paula Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;lucorum;congruens;jardín urbano;Vitoria;Álava;España;2013-08-27;2013;8;27;543;" 42°50'59.96""";"2°40'18.91""";Enrique Acosta;C. Ornosa;2014;1;NA;NA;etanol;Sobre espliego cultivado (en un patio cerca de la catedral antigua)
Bombus;Bombus;lucorum;congruens;jardín urbano;Vitoria;Álava;España;2013-08-27;2013;8;27;543;" 42°50'59.96""";"2°40'18.91""";Enrique Acosta;C. Ornosa;2014;1;NA;NA;etanol;Sobre espliego cultivado (en un patio cerca de la catedral antigua)
Bombus;Bombus;terrestris;lusitanicus;jardín urbano;Vitoria;Álava;España;2013-08-27;2013;8;27;543;" 42°50'59.96""";"2°40'18.91""";Enrique Acosta;C. Ornosa;2014;1;NA;NA;etanol;Sobre espliego cultivado (en un patio cerca de la catedral antigua)
Bombus;Bombus;terrestris;lusitanicus;jardín urbano;Vitoria;Álava;España;2013-08-27;2013;8;27;543;" 42°50'59.96""";"2°40'18.91""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;Sobre espliego cultivado (en un patio cerca de la catedral antigua)
