"Colletes.species","author","country","longitude","latitude","date","Coll../.source"
"fodiens","(GEOFFROY)","SPAIN","W03.00","N37.00","2006-07-23","J. Ortiz-Sanchez"
"fodiens","(GEOFFROY)","SPAIN","W03.02","N37.10","2006-07-23","J. Ortiz-Sanchez"
"fodiens","(GEOFFROY)","SPAIN","W03.26","N37.09","2006-07-15","J. Ortiz-Sanchez"
"fodiens","(GEOFFROY)","SPAIN","W03.26.27","N37.07.53","1999-07-15","Ebmer"
"fodiens","(GEOFFROY)","SPAIN","W03.26.27","N37.07.53","1999-07-13","Ebmer/Kuhlmann(1m)"
"fodiens","(GEOFFROY)","SPAIN","W03.42","N40.46","2019-07-20","T.Wood"
"fodiens","(GEOFFROY)","SPAIN","W03.46","N40.49","1972-07-20","Zoölogisch Museum Amsterdam"
"fodiens","(GEOFFROY)","SPAIN","W03.48","N40.38","1980-07-27","Natural History Museum, London"
"fodiens","(GEOFFROY)","SPAIN","W03.58","N40.39","2019-07-17","T.Wood"
"fodiens","(GEOFFROY)","SPAIN","W03.58","N40.49","2019-07-19","T.Wood"
"fodiens","(GEOFFROY)","SPAIN","W04.05","N40.51","2019-07-19","T.Wood"
"fodiens","(GEOFFROY)","SPAIN","W04.07","N40.56","2019-07-18","T.Wood"
"fodiens","(GEOFFROY)","SPAIN","W04.10","N40.54",NA,"(WARNCKE 1978)"
"fodiens","(GEOFFROY)","SPAIN","W04.11","N40.52","2019-07-19","T.Wood"
"fodiens","(GEOFFROY)","SPAIN","W04.24","N40.35","1904-07-01","Museo Nacional de Ciencias Naturales, Madrid"
"fodiens","(GEOFFROY)","SPAIN","W04.24","N40.35","July 1904","Natural History Museum, London"
"fodiens","(GEOFFROY)","SPAIN","W04.24","N40.35","2008-07-22","J. Ortiz-Sanchez"
"fodiens","(GEOFFROY)","SPAIN","W04.58","N40.23","2008-07-26","J. Ortiz-Sanchez/Kuhlmann(1w)"
"fodiens","(GEOFFROY)","SPAIN","W05.03","N40.22","2008-07-26","J. Ortiz-Sanchez"
"fodiens","(GEOFFROY)","SPAIN","W05.55","N36.27","2008-07-21","Smit/Kuhlmann(1m)"
"fodiens","(GEOFFROY)","SPAIN","W05.55","N36.27","2008-07-25","Smit/Kuhlmann(1w)"
"fodiens","(GEOFFROY)","SPAIN","W05.57","N36.15","2008-07-17","Smit"
"fodiens","(GEOFFROY)","SPAIN","W06.18","N37.18","2015-09-14","Baldock"
"fodiens","(GEOFFROY)","SPAIN","W06.30","N37.15","2005-06-18","J. Ortiz-Sanchez"
"fodiens","(GEOFFROY)","SPAIN","W06.30","N37.15","2005-06-18","J. Ortiz-Sanchez/Kuhlmann(2m)"
"fodiens","(GEOFFROY)","SPAIN","W08.45","N42.39","1963-07-24","National Museum of Natural History, Leiden"
"foveolaris","PÉREZ","PORTUGAL","W07.33","N40.22","2016-06-14","D. Baldock"
"foveolaris","PÉREZ","PORTUGAL","W07.45","N37.38","2017-04-18","D. Baldock"
"foveolaris","PÉREZ","PORTUGAL","W08.26","N37.11","1997-04-05","Kuhlmann"
"foveolaris","PÉREZ","PORTUGAL","W08.57","N37.06","1997-04-02","Hartmann"
"foveolaris","PÉREZ","SPAIN","E00.00","N42.00","2011-05-27","ZISP"
"foveolaris","PÉREZ","SPAIN","E00.08","N41.07","1985-06-06","National Museum of Natural History, Leiden"
"foveolaris","PÉREZ","SPAIN","E00.08","N38.41","2001-05-03","Scheuchl"
"foveolaris","PÉREZ","SPAIN","E00.45","N41.25","2000-05-06","Kuhlmann"
"foveolaris","PÉREZ","SPAIN","E00.55.38","N41.15.48","2019-06-03","Wim Klein, Naturalis"
"foveolaris","PÉREZ","SPAIN","E00.58","N41.03","2000-05-07","Scheuchl/Kuhlmann(2m)"
"foveolaris","PÉREZ","SPAIN","E00.58","N41.03","2000-05-07","Scheuchl/Kuhlmann(1w)"
"foveolaris","PÉREZ","SPAIN","E00.58","N41.02","2001-04-26","Scheuchl"
"foveolaris","PÉREZ","SPAIN","E06","N38","2001-05-18","Kuhlmann"
"foveolaris","PÉREZ","SPAIN","W00.02","N39.59",NA,"(NOSKIEWICZ 1936)"
"foveolaris","PÉREZ","SPAIN","W00.02","N39.59","1996-05-21","Zoölogisch Museum Amsterdam"
"foveolaris","PÉREZ","SPAIN","W00.24","N42.34","1994-06-08","F. Amiet"
"foveolaris","PÉREZ","SPAIN","W00.26","N39.35","1948-04-24","Museo Nacional de Ciencias Naturales, Madrid"
"foveolaris","PÉREZ","SPAIN","W00.33","N42.34","1994-06-09","F. Amiet/Kuhlmann(1w)"
"foveolaris","PÉREZ","SPAIN","W01.21","N41.17","1985-06-05","National Museum of Natural History, Leiden"
"foveolaris","PÉREZ","SPAIN","W01.24","N37.55","2001-04-30","Scheuchl"
"foveolaris","PÉREZ","SPAIN","W01.25","N37.51","2001-04-30","Scheuchl"
"foveolaris","PÉREZ","SPAIN","W01.25","N37.51","2000-04-30","Scheuchl"
"foveolaris","PÉREZ","SPAIN","W02.13.15","N36.59.11","2018-05-24","Smit"
"foveolaris","PÉREZ","SPAIN","W02.13.53","N36.59.08","2019-05-22","Smit"
"foveolaris","PÉREZ","SPAIN","W02.32","N37.09","1982-05-31","Zoölogisch Museum Amsterdam"
"foveolaris","PÉREZ","SPAIN","W02.37","N36.52","2014-03-30","Bogusch"
"foveolaris","PÉREZ","SPAIN","W02.51","N36.49","2007-06-08","J. Ortiz-Sanchez"
"foveolaris","PÉREZ","SPAIN","W02.57","N37.41","1920-05-19","O.Ö. Landesmuseum, Linz (Coll. Warncke)"
"foveolaris","PÉREZ","SPAIN","W02.58","N36.46",NA,"(NOSKIEWICZ 1936)"
"foveolaris","PÉREZ","SPAIN","W02.59","N37.01","1988-06-24","Kuhlmann"
"foveolaris","PÉREZ","SPAIN","W03.31","N40.20",NA,"(NOSKIEWICZ 1936)"
"foveolaris","PÉREZ","SPAIN","W03.32","N40.21",NA,"(NOSKIEWICZ 1936)"
"foveolaris","PÉREZ","SPAIN","W03.34","N40.08","1985-06-02","National Museum of Natural History, Leiden"
"foveolaris","PÉREZ","SPAIN","W03.36","N40.01",NA,"(NOSKIEWICZ 1936)"
"foveolaris","PÉREZ","SPAIN","W03.42","N40.25",NA,"(NOSKIEWICZ 1936)"
"foveolaris","PÉREZ","SPAIN","W03.42","N40.25","1979-06-05","Natural History Museum, London"
"foveolaris","PÉREZ","SPAIN","W03.42","N40.25","19.-22.5.79","Natural History Museum, London"
"foveolaris","PÉREZ","SPAIN","W03.59","N36.50","1996-06-06","Zoölogisch Museum Amsterdam"
"foveolaris","PÉREZ","SPAIN","W04.04","N36.49","1960-05-17","National Museum of Natural History, Leiden"
"foveolaris","PÉREZ","SPAIN","W04.27","N36.51","1978-04-14","USDA, Logan, Utah"
"foveolaris","PÉREZ","SPAIN","W04.36","N36.35","1983-04-16","National Museum of Natural History, Leiden/Kuhlmann"
"foveolaris","PÉREZ","SPAIN","W04.36","N41.40","12.-15.6.1974","USDA, Logan, Utah"
"foveolaris","PÉREZ","SPAIN","W04.42","N41.33","1974-05-27","USDA, Logan, Utah"
"foveolaris","PÉREZ","SPAIN","W04.45","N36.30","21.-22.4.1983","Kuhlmann"
"foveolaris","PÉREZ","SPAIN","W04.50","N41.42","1974-06-22","USDA, Logan, Utah"
"foveolaris","PÉREZ","SPAIN","W05.14.26","N36.45.47","2017-06-14","Smit"
"foveolaris","PÉREZ","SPAIN","W06.16","N38.05","7.-8.5.1960","National Museum of Natural History, Leiden"
"gallicus","RADOSZKOWSKI","PORTUGAL","W09.13","N38.25","4.-5.6.2011","Baldock"
"gallicus","RADOSZKOWSKI","PORTUGAL","W09.25","N38.42","1954-06-20","Museo Zoologico de Coimbra"
"gallicus","RADOSZKOWSKI","PORTUGAL","W09.25","N38.42","1982-07-07","Natural History Museum, London"
"gallicus","RADOSZKOWSKI","SPAIN","E01.10","N39.38","1982-07-05","Kuhlmann"
"gallicus","RADOSZKOWSKI","SPAIN","E04.02","N39.58","1991-10-03","Kuhlmann"
"gallicus","RADOSZKOWSKI","SPAIN","E04.02","N39.58","1991-10-11","Kuhlmann"
"gallicus","RADOSZKOWSKI","SPAIN","E04.04","N39.57","1991-10-06","Kuhlmann"
"gallicus","RADOSZKOWSKI","SPAIN","W00.59","N40.24","2008-07-13","J. Ortiz-Sanchez"
"gallicus","RADOSZKOWSKI","SPAIN","W01.30","N40.30","2012-07-21","Ortiz-Sanchez"
"gallicus","RADOSZKOWSKI","SPAIN","W02.27","N41.45","16.-22.6.1964","Museum Luzern"
"gallicus","RADOSZKOWSKI","SPAIN","W03.28","N37.09","1978-07-22","Zoölogisch Museum Amsterdam"
"gallicus","RADOSZKOWSKI","SPAIN","W04.24","N40.47","1993-07-29","National Museum of Natural History, Leiden"
"gallicus","RADOSZKOWSKI","SPAIN","W06.47","N40.42","1995-06-30","Museum für Naturkunde Stuttgart"
"hederae","SCHMIDT & WESTRICH","SPAIN","E02.24","N42.14","2004-09-13","WESTRICH & WESTRICH 2006"
"hederae","SCHMIDT & WESTRICH","SPAIN","E02.27","N42.08",NA,"(RATHJEN 1998)"
"hederae","SCHMIDT & WESTRICH","SPAIN","W01.47","N38.06","2008-10-19","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W01.47","N38.06","2008-10-19","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W01.47","N38.06","2008-10-19","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W01.48","N38.06","2008-10-19","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W01.52","N37.13","2008-11-03","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W02.52","N36.59","2008-10-13","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W02.52","N36.58","2008-10-13","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W03.25","N36.47","2008-09-21","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W03.25","N36.47","2008-10-03","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W03.25","N36.47","2008-10-03","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W03.30","N37.09","2008-10-06","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W03.34","N42.43","2008-09-28","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W03.34","N42.43","00/10/2008","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W03.35","N37.10","2003-09-11","Kuhlmann"
"hederae","SCHMIDT & WESTRICH","SPAIN","W03.37","N37.32","2008-10-06","F.J. Ortiz-Sánchez "
"hederae","SCHMIDT & WESTRICH","SPAIN","W03.37","N37.32","2008-10-09","F.J. Ortiz-Sánchez "
"hylaeiformis","EVERSMANN","PORTUGAL","W06.53","N40.43","2015-07-26","Baldock"
"hylaeiformis","EVERSMANN","PORTUGAL","W06.53","N40.43","2015-07-26","Baldock"
"hylaeiformis","EVERSMANN","PORTUGAL","W06.57","N41.20","2015-07-22","Baldock"
"hylaeiformis","EVERSMANN","SPAIN","E01.28.44","N41.31.21","2009-08-03","Jan Smit"
"hylaeiformis","EVERSMANN","SPAIN","E01.49","N42.23","1969-08-11","National Museum of Natural History, Leiden"
"hylaeiformis","EVERSMANN","SPAIN","E02.13","N41.47","1933-08-15","Museo Nacional de Ciencias Naturales, Madrid"
"hylaeiformis","EVERSMANN","SPAIN","E03.04","N42.20","1995-08-09","Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa"
"hylaeiformis","EVERSMANN","SPAIN","W00.59","N40.24","2008-08-31","J. Ortiz-Sanchez"
"hylaeiformis","EVERSMANN","SPAIN","W01.06.45","N42.37.00","1995-07-31","Université de Mons Hainaut, Mons"
"hylaeiformis","EVERSMANN","SPAIN","W02.05","N37.41","2006-07-29","J. Ortiz-Sanchez"
"hylaeiformis","EVERSMANN","SPAIN","W02.14","N38.00","2012-07-21","Ortiz-Sanchez"
"hylaeiformis","EVERSMANN","SPAIN","W02.16","N37.35","2007-07-21","Smit"
"hylaeiformis","EVERSMANN","SPAIN","W02.54","N40.20","1983-07-28","Museo Nacional de Ciencias Naturales, Madrid"
"hylaeiformis","EVERSMANN","SPAIN","W03.00","N37.00","2006-07-23","J. Ortiz-Sanchez"
"hylaeiformis","EVERSMANN","SPAIN","W03.16","N37.00","2008-08-02","J. Ortiz-Sanchez"
"hylaeiformis","EVERSMANN","SPAIN","W03.25","N36.54","2007-07-14","Smit"
"hylaeiformis","EVERSMANN","SPAIN","W03.32","N42.19","1968-08-15","Zoölogisch Museum Amsterdam"
"hylaeiformis","EVERSMANN","SPAIN","W03.41","N40.31","1980-07-27","Natural History Museum, London"
"hylaeiformis","EVERSMANN","SPAIN","W03.42","N40.46","2019-07-20","T.Wood"
"hylaeiformis","EVERSMANN","SPAIN","W03.48","N40.38","1980-07-27","Natural History Museum, London"
"hylaeiformis","EVERSMANN","SPAIN","W03.58","N40.39","2019-07-17","T.Wood"
"hylaeiformis","EVERSMANN","SPAIN","W03.59","N40.44","2019-07-19","T.Wood"
"hylaeiformis","EVERSMANN","SPAIN","W04.00","N40.50","1927-08-01","Natural History Museum, London"
"hylaeiformis","EVERSMANN","SPAIN","W04.06","N40.56","2019-07-18","T.Wood"
"hylaeiformis","EVERSMANN","SPAIN","W04.07","N40.35","1978-08-21","Museo Nacional de Ciencias Naturales, Madrid"
"hylaeiformis","EVERSMANN","SPAIN","W04.07","N40.56","2019-07-18","T.Wood"
"hylaeiformis","EVERSMANN","SPAIN","W04.07","N41.01","2019-07-23","T.Wood"
"hylaeiformis","EVERSMANN","SPAIN","W04.09","N40.54","2019-07-22","T.Wood"
"hylaeiformis","EVERSMANN","SPAIN","W04.11","N40.51","2019-07-19","T.Wood"
"hylaeiformis","EVERSMANN","SPAIN","W04.29","N40.25","2008-07-27","J. Ortiz-Sanchez"
"hylaeiformis","EVERSMANN","SPAIN","W04.43","N41.39","1982-08-02","Kuhlmann"
"hylaeiformis","EVERSMANN","SPAIN","W05.21","N36.45","1978-07-31","Zoölogisch Museum Amsterdam"
"hylaeiformis","EVERSMANN","SPAIN","W05.34.17","N40.49.04","2011-07-14","Smit"
"hylaeiformis","EVERSMANN","SPAIN","W05.39","N42.37","1969-08-28","Zoölogisch Museum Amsterdam"
"hylaeiformis","EVERSMANN","SPAIN","W06.43","N40.17","2000-08-16","Naturkundemuseum Stuttgart"
"hylaeiformis","EVERSMANN","SPAIN","W06.59","N43.23","1979-08-13","Museo Nacional de Ciencias Naturales, Madrid"
"intricans","SPINOLA","PORTUGAL","W08.39","N38.34","1958-05-16","National Museum of Natural History, Leiden/Kuhlmann"
"intricans","SPINOLA","SPAIN","W00.57","N37.49","2001-05-02","Kuhlmann"
"jansmiti","KUHLMANN","SPAIN","W05.10.50","N36.50.06","2017-06-12","Kuhlmann"
"ligatus","ERICHSON","PORTUGAL","W07.58","N41.06","1951-08-03","Museo Zoologico de Coimbra"
"ligatus","ERICHSON","PORTUGAL","W07.58","N41.06","1951-08-27","Museo Zoologico de Coimbra"
"ligatus","ERICHSON","PORTUGAL","W08.17","N37.07","2009-07-15","Baldock/Kuhlmann(1w)"
"ligatus","ERICHSON","PORTUGAL","W08.32","N37.07","1951-08-17","National Museum of Natural History, Leiden"
"ligatus","ERICHSON","PORTUGAL","W08.48","N37.04","2015-09-02","Baldock"
"ligatus","ERICHSON","PORTUGAL","W08.48","N37.04","2015-07-29","Kuhlmann"
"ligatus","ERICHSON","PORTUGAL","W09.12","N38.40","2019-08-04","T.Wood"
"ligatus","ERICHSON","PORTUGAL","W09.13","N38.40","1950-07-21","National Museum of Natural History, Leiden"
"ligatus","ERICHSON","SPAIN","W00.29","N38.21","5.-15.7.1978","Natural History Museum, London"
"ligatus","ERICHSON","SPAIN","W00.44","N37.54","1935-06-27","Museo Nacional de Ciencias Naturales, Madrid"
"ligatus","ERICHSON","SPAIN","W00.57","N38.05",NA,"Museo Nacional de Ciencias Naturales, Madrid"
"ligatus","ERICHSON","SPAIN","W01.10","N37.33","1980-07-03","Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa"
"ligatus","ERICHSON","SPAIN","W02.07.26","N37.05.48","1995-06-09","Université de Mons Hainaut, Mons"
"ligatus","ERICHSON","SPAIN","W02.20.51","N36.50.58","1995-06-04","Université de Mons Hainaut, Mons"
"ligatus","ERICHSON","SPAIN","W02.21","N36.51","1952-06-24","National Museum of Natural History, Leiden"
"ligatus","ERICHSON","SPAIN","W03.34","N36.44","2007-07-16","Smit"
"ligatus","ERICHSON","SPAIN","W04.43","N41.46","1974-06-21","USDA, Logan, Utah"
"ligatus","ERICHSON","SPAIN","W06.07","N36.41","10.-12.9.1961","National Museum of Natural History, Leiden"
"ligatus","ERICHSON","SPAIN","W06.12","N36.32","1969-06-30","National Museum of Natural History, Leiden"
"ligatus","ERICHSON","SPAIN","W06.12","N36.32","1970-07-26","Zoölogisch Museum Amsterdam"
"ligatus","ERICHSON","SPAIN","W06.19","N36.49","1988-06-29","Schwarz/Kuhlmann(5m)"
"ligatus","ERICHSON","SPAIN","W06.19","N36.49","1988-06-29","Schwarz"
"ligatus","ERICHSON","SPAIN","W06.20","N38.55","29.-30.6.1968","National Museum of Natural History, Leiden"
"ligatus","ERICHSON","SPAIN","W06.30","N37.15","2005-06-19","J. Ortiz-Sanchez/Kuhlmann(3m)"
"ligatus","ERICHSON","SPAIN","W06.38.56","N37.08.44","2011-07-24","Smit"
"ligatus","ERICHSON","SPAIN","W06.42.48","N37.06.07","2011-07-21","Smit"
"ligatus","ERICHSON","SPAIN","W06.44.33","N37.16.05","2011-07-23","Smit"
"ligatus","ERICHSON","SPAIN","W06.56","N37.15","1961-08-03","National Museum of Natural History, Leiden"
"ligatus","ERICHSON","SPAIN","W08.48","N37.04","2015-06-28","Baldock"
"maidli","NOSKIEWICZ","PORTUGAL","W08.20","N37.05","2014-06-23","Baldock"
"maidli","NOSKIEWICZ","PORTUGAL","W08.46","N37.25","vii.2009","Baldock"
"maidli","NOSKIEWICZ","PORTUGAL","W08.53","N37.11","vii.2009","Baldock"
"maidli","NOSKIEWICZ","PORTUGAL","W09.03","N39.35","2015-08-19","Baldock"
"maidli","NOSKIEWICZ","SPAIN","E00.44.18","N40.37.28","2009-08-12","Jan Smit"
"maidli","NOSKIEWICZ","SPAIN","E00.48","N41.47","2.-6.6.2008","USDA, Logan, Utah"
"maidli","NOSKIEWICZ","SPAIN","E01.00","N41.03","2003-05-21","Coll. Smit, Duiven"
"maidli","NOSKIEWICZ","SPAIN","E01.14","N41.07","16.-28.6.1966","Kuhlmann"
"maidli","NOSKIEWICZ","SPAIN","E01.23","N41.08","1987-08-18","Zoölogisch Museum Amsterdam"
"maidli","NOSKIEWICZ","SPAIN","E03.09","N39.20","2004-07-09","Baldock"
"maidli","NOSKIEWICZ","SPAIN","E03.58","N43.26","1954-07-12","Museo Nacional de Ciencias Naturales, Madrid"
"maidli","NOSKIEWICZ","SPAIN","W00.21","N39.28","1927-07-10","(NOSKIEWICZ 1936)"
"maidli","NOSKIEWICZ","SPAIN","W00.21","N39.28",NA,"(NOSKIEWICZ 1936)"
"maidli","NOSKIEWICZ","SPAIN","W03.25","N36.53","2006-07-08","Smit"
"maidli","NOSKIEWICZ","SPAIN","W03.47","N43.28","1954-07-28","Museo Nacional de Ciencias Naturales, Madrid"
"maidli","NOSKIEWICZ","SPAIN","W06.59","N43.33","1969-08-12","Zoölogisch Museum Amsterdam"
"marginatus","SMITH","PORTUGAL","W08.52","N37.19","2017-05-17","D. Baldock"
"marginatus","SMITH","PORTUGAL","W08.53","N37.11","vii.2009","Baldock"
"marginatus","SMITH","SPAIN","E00.36","N41.41","1974-06-14","USDA, Logan, Utah"
"marginatus","SMITH","SPAIN","E01.02","N41.04","1980-07-29","Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa"
"marginatus","SMITH","SPAIN","E02.51","N41.58","18.-27.9.1996","Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa"
"marginatus","SMITH","SPAIN","E02.51","N41.58","24.-27.9.1996","Kuhlmann"
"marginatus","SMITH","SPAIN","W04.11","N40.52","2019-07-19","T.Wood / Kuhlmann (1m)"
"marginatus","SMITH","SPAIN","W05.27","N41.29.00","1974-06-09","Kuhlmann"
"merceti","NOSKIEWICZ","SPAIN","W00.29","N38.20","1906-07-22","Museo Nacional de Ciencias Naturales, Madrid"
"merceti","NOSKIEWICZ","SPAIN","W00.29","N38.20","1900-08-25","Museo Nacional de Ciencias Naturales, Madrid"
"merceti","NOSKIEWICZ","SPAIN","W00.29","N38.20","1911-08-01","(NOSKIEWICZ 1936)"
"merceti","NOSKIEWICZ","SPAIN","W00.29","N38.20","1906-07-25","(NOSKIEWICZ 1936)"
"merceti","NOSKIEWICZ","SPAIN","W00.42","N38.15","1912-08-27","Museo Nacional de Ciencias Naturales, Madrid"
"merceti","NOSKIEWICZ","SPAIN","W00.57","N38.05","1912-08-27","Museo Nacional de Ciencias Naturales, Madrid/Coll. Kuhlmann (1w)"
"merceti","NOSKIEWICZ","SPAIN","W00.57","N38.05","1912-08-25","Museo Nacional de Ciencias Naturales, Madrid/Coll. Kuhlmann (1m)"
"merceti","NOSKIEWICZ","SPAIN","W01.08","N37.58","1922-06-25","(NOSKIEWICZ 1936)"
"merceti","NOSKIEWICZ","SPAIN","W02.14","N37.21",NA,"(WARNCKE 1978)"
"merceti","NOSKIEWICZ","SPAIN","W02.23","N37.03","2009-09-18","Kuhlmann"
"merceti","NOSKIEWICZ","SPAIN","W02.23","N37.03","1991-09-06","Ortiz-Sanchez (2009)"
"merceti","NOSKIEWICZ","SPAIN","W02.23","N37.03","2009-08-31","Ortiz-Sanchez (2009)"
"mlokossewiczi","RADOSZKOWSKI","PORTUGAL","W07.51","N38.00",NA,"(WARNCKE 1978)"
"mlokossewiczi","RADOSZKOWSKI","PORTUGAL","W08.04.26","N37.03.56","2017-04-24","Smit"
"mlokossewiczi","RADOSZKOWSKI","PORTUGAL","W08.04.26","N37.03.56","2017-04-20","Smit"
"mlokossewiczi","RADOSZKOWSKI","PORTUGAL","W08.04.26","N37.03.56","2017-04-24","Smit"
"mlokossewiczi","RADOSZKOWSKI","PORTUGAL","W08.12","N38.38","2011-04-24","D. Baldock"
"mlokossewiczi","RADOSZKOWSKI","PORTUGAL","W08.25","N40.13","1968-05-30","Kuhlmann"
"mlokossewiczi","RADOSZKOWSKI","PORTUGAL","W08.25","N40.13",NA,"(WARNCKE 1978)"
"mlokossewiczi","RADOSZKOWSKI","PORTUGAL","W08.41","N37.07","1958-05-16","National Museum of Natural History, Leiden"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W00.59","N40.24","2008-07-13","J. Ortiz-Sanchez"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W02.04","N40.26",NA,"(WARNCKE 1978)"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W03.03","N41.43","1994-06-20","Zoölogisch Museum Amsterdam"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W03.19","N36.56","2014-05-20","Smit"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W03.19","N36.56","2014-05-16","Smit"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W03.35","N37.10","1957-07-03","Museum Luzern"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W04.07","N40.35",NA,"(WARNCKE 1978)"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W04.07","N40.34","1923-04-30","O.Ö. Landesmuseum, Linz (Coll. Warncke)"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W04.27","N36.40","1962-05-26","Zoölogisch Museum Amsterdam"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W04.34","N36.35","1967-05-23","Zoölogisch Museum Amsterdam"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W04.39","N41.34",NA,"(WARNCKE 1978)"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W04.50","N41.42","1974-06-22","USDA, Logan, Utah"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W04.53","N36.30","14.-15.5.1959","National Museum of Natural History, Leiden"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W04.59","N36.29","12.-15.5.1960","National Museum of Natural History, Leiden"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W05.05","N40.11","1995-05-21","Zoölogisch Museum Amsterdam"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W05.48","N41.39",NA,"(WARNCKE 1978)"
"mlokossewiczi","RADOSZKOWSKI","SPAIN","W06.30","N37.15","2007-05-15","J. Ortiz-Sanchez"
"mlokossewiczi ","RADOSZKOWSKI ","SPAIN","W04.26","N40.23","2010-05-27","Prosi"
"moricei","SAUNDERS","SPAIN","W15.23","N27.55",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W15.32","N27.46",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W15.49","N28.00",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W16.09","N28.31",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W16.14","N28.27","1977-04-12","Kuhlmann"
"moricei","SAUNDERS","SPAIN","W16.15","N28.27",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W16.18","N28.28",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W16.24","N28.18",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W16.32","N28.02",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W16.38","N28.03","1996-03-20","Burger/Kuhlmann(1m)"
"moricei","SAUNDERS","SPAIN","W16.39","N28.00","2010-04-06","Liebig"
"moricei","SAUNDERS","SPAIN","W16.43","N28.07","2008-04-18","Pagliano"
"moricei","SAUNDERS","SPAIN","W16.48","N28.17",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W17.17","N28.11",NA,"Hohmann et al. (1993)"
"moricei","SAUNDERS","SPAIN","W17.53","N28.34",NA,"Hohmann et al. (1993)"
"nigricans","GISTEL","PORTUGAL","W06.33","N41.35","2015-06-19","Baldock"
"nigricans","GISTEL","PORTUGAL","W06.52","N41.51","2016-07-01","Baldock"
"nigricans","GISTEL","PORTUGAL","W06.57","N41.20","2015-08-21","Baldock"
"nigricans","GISTEL","PORTUGAL","W06.57","N41.20","2015-08-26","Baldock"
"nigricans","GISTEL","PORTUGAL","W07.29","N40.08",NA,"Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W07.34","N40.19","1987-08-08","Kuhlmann"
"nigricans","GISTEL","PORTUGAL","W07.34","N40.19","1990-07-21","Kuhlmann"
"nigricans","GISTEL","PORTUGAL","W07.39","N37.07","2012-05-26","Baldock"
"nigricans","GISTEL","PORTUGAL","W07.40","N37.38","2016-06-05","D. Baldock"
"nigricans","GISTEL","PORTUGAL","W07.45","N37.38","2017-04-18","D. Baldock"
"nigricans","GISTEL","PORTUGAL","W07.46","N37.21","2016-09-17","D. Baldock"
"nigricans","GISTEL","PORTUGAL","W07.54","N38.33","1953-07-03","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W07.55","N41.06","1948-09-27","Museo Zoologico de Coimbra"
"nigricans","GISTEL","PORTUGAL","W07.55","N41.06","1948-09-10","Museo Zoologico de Coimbra"
